address,addressPointId,apn,apnStatus,leafTractNumber,allContainingTractIds,streetNameNormalized,neighborhood,village,matchStatus,sourceIds
42 THREE VINES CT,87080821,,NOT_IN_REPOSITORY - request APN from County; do not infer,15885,LH-TRACT-15885;LH-TRACT-15884,THREE VINES CT,Three Vines,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
27 MOLLY LOOP,92904086,,NOT_IN_REPOSITORY - request APN from County; do not infer,16025,LH-TRACT-16025,MOLLY LOOP,Christopher Homes,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 KINGSWAY DR,52065406,,NOT_IN_REPOSITORY - request APN from County; do not infer,16236,LH-TRACT-16236;LH-TRACT-16234,KINGSWAY DR,Tattershall 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 WYNDHAM ST,52063645,,NOT_IN_REPOSITORY - request APN from County; do not infer,15624,LH-TRACT-15624;LH-TRACT-15615,WYNDHAM ST,Wyeth 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
40 MOLLY LOOP,92904164,,NOT_IN_REPOSITORY - request APN from County; do not infer,16025,LH-TRACT-16025,MOLLY LOOP,Christopher Homes,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
39 KYLE CT,52063065,,NOT_IN_REPOSITORY - request APN from County; do not infer,15616,LH-TRACT-15616;LH-TRACT-15615,KYLE CT,Shady Lane,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
33 CHRISTOPHER ST,52005654,,NOT_IN_REPOSITORY - request APN from County; do not infer,15990,LH-TRACT-15990,CHRISTOPHER ST,Amarante 2 / Bellataire 2,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 HAMPSHIRE CT,87030983,,NOT_IN_REPOSITORY - request APN from County; do not infer,16385,LH-TRACT-16385;LH-TRACT-15987,HAMPSHIRE CT,Alisal,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
30 SABLEWOOD CIR,92794712,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,SABLEWOOD CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 ADELE ST,52005569,,NOT_IN_REPOSITORY - request APN from County; do not infer,16472,LH-TRACT-16472,ADELE ST,Segovia,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 CAPRICORN DR,52064892,,NOT_IN_REPOSITORY - request APN from County; do not infer,16104,LH-TRACT-16104;LH-TRACT-16155,CAPRICORN DR,Tether Moon 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
41 FIELDHOUSE,87081416,,NOT_IN_REPOSITORY - request APN from County; do not infer,16239,LH-TRACT-16239;LH-TRACT-16234,FIELDHOUSE,Potters Bend,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 LEWISTON CT,52064669,,NOT_IN_REPOSITORY - request APN from County; do not infer,15908,LH-TRACT-15908;LH-TRACT-15813,LEWISTON CT,Clifton Heights 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 131,91408624,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 MICHAEL RD,52005642,,NOT_IN_REPOSITORY - request APN from County; do not infer,16473,LH-TRACT-16473,MICHAEL RD,Montanez,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 TARLETON LN,87085182,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,TARLETON LN,Tarleton 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 ARTISAN ST,52062576,,NOT_IN_REPOSITORY - request APN from County; do not infer,15625,LH-TRACT-15625;LH-TRACT-15615,ARTISAN ST,Wyeth 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 THORNHILL ST,52063665,,NOT_IN_REPOSITORY - request APN from County; do not infer,15624,LH-TRACT-15624;LH-TRACT-15615,THORNHILL ST,Wyeth 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 120,91408613,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 BLUE SPRUCE DR,52064622,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,BLUE SPRUCE DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 GARRISON LOOP,87085016,,NOT_IN_REPOSITORY - request APN from County; do not infer,15827,LH-TRACT-15827,GARRISON LOOP,Chambray,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 FIELDHOUSE,87081465,,NOT_IN_REPOSITORY - request APN from County; do not infer,16239,LH-TRACT-16239;LH-TRACT-16234,FIELDHOUSE,Potters Bend,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 CHILMARK ST,52031657,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,CHILMARK ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 312,91408670,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 601,91407617,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 GARRISON LOOP,87085119,,NOT_IN_REPOSITORY - request APN from County; do not infer,15827,LH-TRACT-15827,GARRISON LOOP,Chambray,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
53 MERCANTILE WAY,52063770,,NOT_IN_REPOSITORY - request APN from County; do not infer,15888,LH-TRACT-15888;LH-TRACT-15884,MERCANTILE WAY,The Gables 1,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
33 CERNER CT,52065500,,NOT_IN_REPOSITORY - request APN from County; do not infer,16247,LH-TRACT-16247;LH-TRACT-16203,CERNER CT,Chesapeake 2,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 ZINNIA ST,87080766,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,ZINNIA ST,Greenbriar,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 QUARTZ LN,87086556,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,QUARTZ LN,Sutters Mill,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 806,91407663,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
61 KYLE CT,52063076,,NOT_IN_REPOSITORY - request APN from County; do not infer,15616,LH-TRACT-15616;LH-TRACT-15615,KYLE CT,Shady Lane,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
14 PASSAFLORA LN,87079089,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
102 MAIN ST,52063790,,NOT_IN_REPOSITORY - request APN from County; do not infer,15888,LH-TRACT-15888;LH-TRACT-15884,MAIN ST,The Gables 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 COWBOY RD,92717023,,NOT_IN_REPOSITORY - request APN from County; do not infer,16586,LH-TRACT-16586,COWBOY RD,Covenant Hills,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 IRON HORSE TRL,87081295,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 WOOD BARN RD,87029993,,NOT_IN_REPOSITORY - request APN from County; do not infer,16249,LH-TRACT-16249;LH-TRACT-16203,WOOD BARN RD,Surrey Farms 1,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
76 MERCANTILE WAY UNIT 707,91407643,,NOT_IN_REPOSITORY - request APN from County; do not infer,15884,LH-TRACT-15884,MERCANTILE WAY,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 LULLABY CIR,87030774,,NOT_IN_REPOSITORY - request APN from County; do not infer,16355,LH-TRACT-16355;LH-TRACT-16271,LULLABY CIR,Mosaic 2,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 BEECHTREE ST,52065221,,NOT_IN_REPOSITORY - request APN from County; do not infer,16115,LH-TRACT-16115;LH-TRACT-16025,BEECHTREE ST,Canopy Lane 3,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 QUARTZ LN,87086499,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,QUARTZ LN,Sutters Mill,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
33 TARLETON LN,87085186,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,TARLETON LN,Tarleton 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 CERNER CT,52065477,,NOT_IN_REPOSITORY - request APN from County; do not infer,16247,LH-TRACT-16247;LH-TRACT-16203,CERNER CT,Chesapeake 2,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 MAIN ST,52063839,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,MAIN ST,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 QUEENSBERRY DR,87086445,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,QUEENSBERRY DR,Briar Rose 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 QUARTZ LN,87079987,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,QUARTZ LN,Sutters Mill,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 HERRICK ST,87079388,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,HERRICK ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
18 MELODY LN,87030785,,NOT_IN_REPOSITORY - request APN from County; do not infer,16355,LH-TRACT-16355;LH-TRACT-16271,MELODY LN,Mosaic 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 SHEPHERD CT,87031121,,NOT_IN_REPOSITORY - request APN from County; do not infer,16393,LH-TRACT-16393;LH-TRACT-15986,SHEPHERD CT,Amarante 1,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 ORANGE BLOSSOM CIR,87078993,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 WEDGEWOOD LN,52062700,,NOT_IN_REPOSITORY - request APN from County; do not infer,15626,LH-TRACT-15626;LH-TRACT-15615,WEDGEWOOD LN,Amberly Lane 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 STRAWFLOWER ST,87081010,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
131 STRAWFLOWER ST,52032946,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
41 LA SALLE LN,52065681,,NOT_IN_REPOSITORY - request APN from County; do not infer,16245,LH-TRACT-16245;LH-TRACT-16235,LA SALLE LN,Trail Ridge 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
83 SKLAR ST,92775596,,NOT_IN_REPOSITORY - request APN from County; do not infer,16155,LH-TRACT-16155,SKLAR ST,St. Mays Road,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
18 ORANGE BLOSSOM CIR,87079016,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
12 CALTROP WAY,87030759,,NOT_IN_REPOSITORY - request APN from County; do not infer,16356,LH-TRACT-16356;LH-TRACT-16271,CALTROP WAY,Claiborne 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
55 STRAWFLOWER ST,87081034,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 LA SALLE LN,52065727,,NOT_IN_REPOSITORY - request APN from County; do not infer,16245,LH-TRACT-16245;LH-TRACT-16235,LA SALLE LN,Trail Ridge 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
44 WINFIELD DR,52062723,,NOT_IN_REPOSITORY - request APN from County; do not infer,15626,LH-TRACT-15626;LH-TRACT-15615,WINFIELD DR,Amberly Lane 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
26 SKY RANCH RD,92698170,,NOT_IN_REPOSITORY - request APN from County; do not infer,15988,LH-TRACT-15988,SKY RANCH RD,CH Custom,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 SAN JOSE ST,92698044,,NOT_IN_REPOSITORY - request APN from County; do not infer,15985,LH-TRACT-15985,SAN JOSE ST,CH Custom,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 ORANGE BLOSSOM CIR,92794620,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 CASTOR CT,52064900,,NOT_IN_REPOSITORY - request APN from County; do not infer,16104,LH-TRACT-16104;LH-TRACT-16155,CASTOR CT,Tether Moon 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 ANDROMEDA ISLE,52005272,,NOT_IN_REPOSITORY - request APN from County; do not infer,16414,LH-TRACT-16414;LH-TRACT-15987,ANDROMEDA ISLE,Skye Isle 1 & 3,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 PORTALON CT,92697730,,NOT_IN_REPOSITORY - request APN from County; do not infer,16687,LH-TRACT-16687;LH-TRACT-15988,PORTALON CT,Las Piedras,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 HALLCREST DR,87029611,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
106 LIVINGSTON PL,52064235,,NOT_IN_REPOSITORY - request APN from County; do not infer,15915,LH-TRACT-15915;LH-TRACT-15827,LIVINGSTON PL,Westcott 1,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 HALLCREST DR,87029588,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 CANDLEWIND CT,52064923,,NOT_IN_REPOSITORY - request APN from County; do not infer,16114,LH-TRACT-16114;LH-TRACT-16025,CANDLEWIND CT,Tether Moon 2,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
26 ROSHELLE LN,92697436,,NOT_IN_REPOSITORY - request APN from County; do not infer,16387,LH-TRACT-16387;LH-TRACT-15987,ROSHELLE LN,Sherborne 2,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 CONYERS LN,87030837,,NOT_IN_REPOSITORY - request APN from County; do not infer,16348,LH-TRACT-16348;LH-TRACT-16341,CONYERS LN,Arborage 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
56 AMY WAY,52065095,,NOT_IN_REPOSITORY - request APN from County; do not infer,16105,LH-TRACT-16105;LH-TRACT-16155,AMY WAY,Savannah,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 DE LEON LN,52065658,,NOT_IN_REPOSITORY - request APN from County; do not infer,16242,LH-TRACT-16242;LH-TRACT-16234,DE LEON LN,Trail Ridge 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 LIVINGSTON PL,52064281,,NOT_IN_REPOSITORY - request APN from County; do not infer,15915,LH-TRACT-15915;LH-TRACT-15827,LIVINGSTON PL,Westcott 1,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 BROKEN ARROW ST,92698137,,NOT_IN_REPOSITORY - request APN from County; do not infer,16586,LH-TRACT-16586,BROKEN ARROW ST,CH Custom,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
39 PORTALON CT,92697707,,NOT_IN_REPOSITORY - request APN from County; do not infer,16687,LH-TRACT-16687;LH-TRACT-15988,PORTALON CT,Las Piedras,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 ILLUMINATA LN,87030672,,NOT_IN_REPOSITORY - request APN from County; do not infer,16354,LH-TRACT-16354;LH-TRACT-16271,ILLUMINATA LN,Sedona 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
25 AMY WAY,52065072,,NOT_IN_REPOSITORY - request APN from County; do not infer,16105,LH-TRACT-16105;LH-TRACT-16155,AMY WAY,Savannah,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 BRITTLESTAR RD,92697882,,NOT_IN_REPOSITORY - request APN from County; do not infer,16391,LH-TRACT-16391;LH-TRACT-15987,BRITTLESTAR RD,Arboledo,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 CHIMNEY LN,52063928,,NOT_IN_REPOSITORY - request APN from County; do not infer,15903,LH-TRACT-15903;LH-TRACT-15813,CHIMNEY LN,Chimney Corners 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 BANCROFT ST,52063269,,NOT_IN_REPOSITORY - request APN from County; do not infer,15629,LH-TRACT-15629;LH-TRACT-15615,BANCROFT ST,Sarasota 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 MARTINO,87084286,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,MARTINO,Sansovino,Bridgepark,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 MOONLIGHT ISLE,92697916,,NOT_IN_REPOSITORY - request APN from County; do not infer,16390,LH-TRACT-16390;LH-TRACT-15986,MOONLIGHT ISLE,Skye Isle 2,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 PORTALON CT,92697718,,NOT_IN_REPOSITORY - request APN from County; do not infer,16687,LH-TRACT-16687;LH-TRACT-15988,PORTALON CT,Las Piedras,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
46 SNOW BUSH ST,92697467,,NOT_IN_REPOSITORY - request APN from County; do not infer,16351,LH-TRACT-16351;LH-TRACT-16271,SNOW BUSH ST,Evergreen 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 NORFOLK ST,87080156,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,NORFOLK ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 BAYLEY ST,87079307,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
46 GLENALMOND LN,87080321,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,GLENALMOND LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
122 STRAWFLOWER ST,87081083,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
