tractId,tentativeTract,finalTract,planningAreaId,villageId,neighborhoodId,builderIds,productIds,approvalDate,mapRecordingDate,gradingStartRange,gradingEndRange,infrastructureRange,roadConstructionRange,verticalConstructionRange,modelOpeningRange,firstSaleRange,earliestHabitabilityRange,firstOccupancyRange,partialOccupancyRange,substantialOccupancyRange,completionRange,associatedSchoolByYear,nearestOpenSchoolByYear,activeConstructionOverlap,sourceIds,evidenceCount,milestoneConfidence,unresolvedGaps,reviewStatus
LH-TRACT-16239,,16239,,,,,,,2002-06-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16240,,16240,,,,,,,2002-06-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16241,,16241,,,,,,,2003-02-25,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16242,,16242,,,,,,,2002-06-18,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16243,,16243,,,,,,,2002-08-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16244,,16244,,,,,,,2003-05-02,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16245,,16245,,,,,,,2002-07-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16246,,16246,,,,,,,2003-05-02,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16247,,16247,,,,,,,2002-05-24,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16248,,16248,,,,,,,2003-01-17,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16249,,16249,,,,,,,2002-08-22,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16250,,16250,,,,,,,2002-05-24,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16270,,16270,,,,,,,2002-09-27,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16271,,16271,,,,,,,2003-02-27,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16341,,16341,,,,,,,2003-02-27,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16342,,16342,,,,,,,2003-07-25,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16346,,16346,,,,,,,2003-08-18,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16347,,16347,,,,,,,2003-09-19,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16348,,16348,,,,,,,2003-08-18,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16349,,16349,,,,,,,2003-07-08,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16350,,16350,,,,,,,2003-07-08,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16351,,16351,,,,,,,2003-10-31,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16352,,16352,,,,,,,2003-10-31,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16353,,16353,,,,,,,2003-12-19,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16354,,16354,,,,,,,2003-08-18,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16355,,16355,,,,,,,2003-12-18,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16356,,16356,,,,,,,2003-08-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16384,,16384,,,,,,,2004-02-13,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16385,,16385,,,,,,,2004-02-13,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16386,,16386,,,,,,,2004-02-13,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16387,,16387,,,,,,,2004-02-04,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16388,,16388,,,,,,,2004-01-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16389,,16389,,,,,,,2003-02-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16390,,16390,,,,,,,2004-04-23,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16391,,16391,,,,,,,2004-10-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16392,,16392,,,,,,,2004-07-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16393,,16393,,,,,,,2004-07-19,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16394,,16394,,,,,,,2004-07-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16395,,16395,,,,,,,2004-10-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16400,,16400,,,,,,,2004-07-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16414,,16414,,,,,,,2003-02-06,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16471,,16471,,,,,,,2004-10-28,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16472,,16472,,,,,,,2004-10-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16473,,16473,,,,,,,2004-10-26,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16504,,16504,,,,,,,2004-04-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16505,,16505,,,,,,,2004-04-30,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16515,,16515,,,,,,,2003-10-27,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16586,,16586,,,,,,,2004-06-10,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16667,,16667,,,,,,,2004-10-29,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
LH-TRACT-16687,,16687,,,,,,,2005-04-14,,,,,,,,,,,,,,not_calculated_without_historical_assignment_or_subject_geometry,not_calculated,LH-SRC-OC-TRACTS;LH-SRC-CENSUS-CDP,1,recording_high;physical_lifecycle_unknown,approval;hierarchy;builder;grading;infrastructure;roads;vertical;models;sales;habitability;occupancy;completion,blocked_pending_lifecycle_records
