address,addressPointId,allContainingTractIds,leafTractId,matchStatus,neighborhood,sourceIds,streetNameNormalized,village
4 KELFIELD DR    ,87030884,LH-TRACT-16348;LH-TRACT-16341,LH-TRACT-16348,exact_directory_match,Arborage 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,KELFIELD DR,Terramor
48 SHERIDAN LN    ,92774396,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Briar Rose 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHERIDAN LN,Terramor
76 MERCANTILE WAY  UNIT  301,91408659,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
10 FALABELLA DR    ,87034319,LH-TRACT-16241;LH-TRACT-16234,LH-TRACT-16241,exact_directory_match,Lexington 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FALABELLA DR,Echo Ridge
47 MICHAEL RD    ,92698090,LH-TRACT-15990,LH-TRACT-15990,exact_directory_match,Amarante 2 / Bellataire 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MICHAEL RD,Covenant Hills
28 CERNER CT    ,52065488,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
55 DOWNING ST    ,87034288,LH-TRACT-16237;LH-TRACT-16234,LH-TRACT-16237,exact_directory_match,Lexington 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
72 KYLE CT    ,52063088,LH-TRACT-15616;LH-TRACT-15615,LH-TRACT-15616,exact_directory_match,Shady Lane,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,KYLE CT,Oak Knoll
1 COPIOUS LN    ,87030647,LH-TRACT-16354;LH-TRACT-16271,LH-TRACT-16354,exact_directory_match,Sedona 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COPIOUS LN,Terramor
7 SAM ST    ,92697684,LH-TRACT-16391;LH-TRACT-15986,LH-TRACT-16391,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SAM ST,Covenant Hills
4 TRANQUILITY PL    ,52005502,LH-TRACT-16505;LH-TRACT-15987,LH-TRACT-16505,exact_directory_match,Meriden 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TRANQUILITY PL,Covenant Hills
4 BRYANT CT    ,87029565,LH-TRACT-16246;LH-TRACT-16235,LH-TRACT-16246,exact_directory_match,Tamarind 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BRYANT CT,Echo Ridge
5 EARLYWOOD    ,52062915,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,EARLYWOOD,Oak Knoll
33 DOWNING ST    ,52065805,LH-TRACT-16237;LH-TRACT-16234,LH-TRACT-16237,exact_directory_match,Lexington 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
18 CONSERVATORY DR    ,87030919,LH-TRACT-16352;LH-TRACT-16271,LH-TRACT-16352,exact_directory_match,Arborage 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CONSERVATORY DR,Terramor
5 SABLEWOOD CIR    ,92794689,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Branches,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SABLEWOOD CIR,Terramor
9 BROOKWOOD ST    ,87033584,LH-TRACT-16103;LH-TRACT-16155,LH-TRACT-16103,exact_directory_match,Canopy Lane 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BROOKWOOD ST,Avendale
14 PLEASANTON LN    ,52062676,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
6 CARLISLE CT    ,52065018,LH-TRACT-16118;LH-TRACT-16156,LH-TRACT-16118,exact_directory_match,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CARLISLE CT,Avendale
2 TUDOR WAY    ,52065464,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUDOR WAY,Flintridge
72 VALMONT WAY    ,87085837,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
26 HALF MOON TRL    ,87081332,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HALF MOON TRL,Oak Knoll
2 DRACKERT LN    ,87031098,LH-TRACT-16392;LH-TRACT-15986,LH-TRACT-16392,exact_directory_match,Amarante 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DRACKERT LN,Covenant Hills
81 WILDFLOWER PL    ,91801434,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
2 UNIVERSITY AVE    ,52065511,LH-TRACT-16250;LH-TRACT-16203,LH-TRACT-16250,exact_directory_match,Chesapeake 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,UNIVERSITY AVE,Wycliffe
3 WILDFLOWER PL    ,91801411,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
4 STONE TURRET CT    ,52063782,LH-TRACT-15888;LH-TRACT-15884,LH-TRACT-15888,exact_directory_match,The Gables 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,STONE TURRET CT,Township
117 CHADRON CIR    ,87085063,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHADRON CIR,Bridgepark
35 DAWNWOOD    ,52062892,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
17 FAIRHAVEN RD    ,87030618,LH-TRACT-16347;LH-TRACT-16341,LH-TRACT-16347,exact_directory_match,Walden Park 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FAIRHAVEN RD,Terramor
61 VALMONT WAY    ,87085860,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
2 SNAPDRAGON ST    ,52065118,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SNAPDRAGON ST,Avendale
5 MAITLAND RD    ,52065557,LH-TRACT-16250;LH-TRACT-16203,LH-TRACT-16250,exact_directory_match,Chesapeake 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAITLAND RD,Wycliffe
67 CHADRON CIR    ,87085086,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHADRON CIR,Bridgepark
18 ABYSSINIAN WAY    ,87029645,LH-TRACT-16244;LH-TRACT-16235,LH-TRACT-16244,exact_directory_match,Lexington 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ABYSSINIAN WAY,Echo Ridge
9 PISANO ST    ,92698113,LH-TRACT-15989,LH-TRACT-15989,exact_directory_match,Capistrano,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PISANO ST,Covenant Hills
26 SACHEM WAY    ,87029796,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SACHEM WAY,Avendale
63 SKYWOOD ST    ,52063736,LH-TRACT-15631;LH-TRACT-15615,LH-TRACT-15631,exact_directory_match,Sarasota 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKYWOOD ST,Oak Knoll
1 GALORA LN    ,52005443,LH-TRACT-16354;LH-TRACT-16271,LH-TRACT-16354,exact_directory_match,Sedona 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GALORA LN,Terramor
5 CITRUS LN    ,87030808,LH-TRACT-16355;LH-TRACT-16271,LH-TRACT-16355,exact_directory_match,Mosaic 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CITRUS LN,Terramor
31 VALMONT WAY    ,87085868,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
15 GARDENIA ST    ,87030331,LH-TRACT-16346;LH-TRACT-16341,LH-TRACT-16346,exact_directory_match,Evergreen 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARDENIA ST,Terramor
3 WINSLOW ST    ,52062622,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
23 SACHEM WAY    ,52065345,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SACHEM WAY,Avendale
4 POMEGRANATE ST    ,52065321,LH-TRACT-16117;LH-TRACT-16025,LH-TRACT-16117,exact_directory_match,Canopy Lane 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,POMEGRANATE ST,Avendale
19 AGAVE CT    ,87080930,LH-TRACT-16157,LH-TRACT-16157,exact_directory_match,Berkshire,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AGAVE CT,Avendale
6 SKYWOOD ST    ,52063712,LH-TRACT-15631;LH-TRACT-15615,LH-TRACT-15631,exact_directory_match,Sarasota 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKYWOOD ST,Oak Knoll
94 DAWNWOOD    ,52063016,LH-TRACT-15628;LH-TRACT-15615,LH-TRACT-15628,exact_directory_match,Whispering Creek 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
1 COTTAGE HILL RD    ,52063916,LH-TRACT-15903;LH-TRACT-15813,LH-TRACT-15903,exact_directory_match,Chimney Corners 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COTTAGE HILL RD,Flintridge
10 SEA GRAPE RD    ,87030408,LH-TRACT-16351;LH-TRACT-16271,LH-TRACT-16351,exact_directory_match,Evergreen 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SEA GRAPE RD,Terramor
26 DRACKERT LN    ,92697614,LH-TRACT-16392;LH-TRACT-15986,LH-TRACT-16392,exact_directory_match,Amarante 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DRACKERT LN,Covenant Hills
12 MOLLY LOOP    ,92904117,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
28 AMESBURY CT    ,87081212,LH-TRACT-15615,LH-TRACT-15615,exact_directory_match,Sycamore Grove,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMESBURY CT,Oak Knoll
38 THREE VINES CT    ,87080818,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
112 SANSOVINO    ,87084233,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Sansovino,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANSOVINO,Bridgepark
3 AMESBURY CT    ,87081258,LH-TRACT-15615,LH-TRACT-15615,exact_directory_match,Sycamore Grove,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMESBURY CT,Oak Knoll
99 CHADRON CIR    ,87085071,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHADRON CIR,Bridgepark
93 CHADRON CIR    ,87085074,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHADRON CIR,Bridgepark
42 THREE VINES CT    ,87080821,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
27 MOLLY LOOP    ,92904086,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
1 KINGSWAY DR    ,52065406,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,KINGSWAY DR,Flintridge
4 WYNDHAM ST    ,52063645,LH-TRACT-15624;LH-TRACT-15615,LH-TRACT-15624,exact_directory_match,Wyeth 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WYNDHAM ST,Oak Knoll
40 MOLLY LOOP    ,92904164,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
39 KYLE CT    ,52063065,LH-TRACT-15616;LH-TRACT-15615,LH-TRACT-15616,exact_directory_match,Shady Lane,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,KYLE CT,Oak Knoll
33 CHRISTOPHER ST    ,52005654,LH-TRACT-15990,LH-TRACT-15990,exact_directory_match,Amarante 2 / Bellataire 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHRISTOPHER ST,Covenant Hills
8 HAMPSHIRE CT    ,87030983,LH-TRACT-16385;LH-TRACT-15987,LH-TRACT-16385,exact_directory_match,Alisal,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HAMPSHIRE CT,Covenant Hills
30 SABLEWOOD CIR    ,92794712,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Branches,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SABLEWOOD CIR,Terramor
21 ADELE ST    ,52005569,LH-TRACT-16472,LH-TRACT-16472,exact_directory_match,Segovia,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ADELE ST,Covenant Hills
3 CAPRICORN DR    ,52064892,LH-TRACT-16104;LH-TRACT-16155,LH-TRACT-16104,exact_directory_match,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CAPRICORN DR,Avendale
41 FIELDHOUSE    ,87081416,LH-TRACT-16239;LH-TRACT-16234,LH-TRACT-16239,exact_directory_match,Potters Bend,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FIELDHOUSE,Echo Ridge
1 LEWISTON CT    ,52064669,LH-TRACT-15908;LH-TRACT-15813,LH-TRACT-15908,exact_directory_match,Clifton Heights 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LEWISTON CT,Flintridge
76 MERCANTILE WAY  UNIT  131,91408624,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
22 MICHAEL RD    ,52005642,LH-TRACT-16473,LH-TRACT-16473,exact_directory_match,Montanez,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MICHAEL RD,Covenant Hills
15 TARLETON LN    ,87085182,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Tarleton 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TARLETON LN,Terramor
4 ARTISAN ST    ,52062576,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ARTISAN ST,Oak Knoll
24 THORNHILL ST    ,52063665,LH-TRACT-15624;LH-TRACT-15615,LH-TRACT-15624,exact_directory_match,Wyeth 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THORNHILL ST,Oak Knoll
76 MERCANTILE WAY  UNIT  120,91408613,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
7 BLUE SPRUCE DR    ,52064622,LH-TRACT-16102;LH-TRACT-16155,LH-TRACT-16102,exact_directory_match,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BLUE SPRUCE DR,Avendale
17 GARRISON LOOP    ,87085016,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARRISON LOOP,Bridgepark
8 FIELDHOUSE    ,87081465,LH-TRACT-16239;LH-TRACT-16234,LH-TRACT-16239,exact_directory_match,Potters Bend,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FIELDHOUSE,Echo Ridge
10 CHILMARK ST    ,52031657,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Davenport,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CHILMARK ST,Wycliffe
76 MERCANTILE WAY  UNIT  312,91408670,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  601,91407617,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
28 GARRISON LOOP    ,87085119,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARRISON LOOP,Bridgepark
53 MERCANTILE WAY    ,52063770,LH-TRACT-15888;LH-TRACT-15884,LH-TRACT-15888,exact_directory_match,The Gables 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
33 CERNER CT    ,52065500,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
21 ZINNIA ST    ,87080766,LH-TRACT-16157,LH-TRACT-16157,exact_directory_match,Greenbriar,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ZINNIA ST,Avendale
24 QUARTZ LN    ,87086556,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Sutters Mill,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,QUARTZ LN,Terramor
76 MERCANTILE WAY  UNIT  806,91407663,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
61 KYLE CT    ,52063076,LH-TRACT-15616;LH-TRACT-15615,LH-TRACT-15616,exact_directory_match,Shady Lane,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,KYLE CT,Oak Knoll
14 PASSAFLORA LN    ,87079089,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Branches,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PASSAFLORA LN,Terramor
102 MAIN ST    ,52063790,LH-TRACT-15888;LH-TRACT-15884,LH-TRACT-15888,exact_directory_match,The Gables 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
4 COWBOY RD    ,92717023,LH-TRACT-16586,LH-TRACT-16586,exact_directory_match,Covenant Hills,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COWBOY RD,Covenant Hills
22 IRON HORSE TRL    ,87081295,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRON HORSE TRL,Oak Knoll
24 WOOD BARN RD    ,87029993,LH-TRACT-16249;LH-TRACT-16203,LH-TRACT-16249,exact_directory_match,Surrey Farms 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WOOD BARN RD,Wycliffe
76 MERCANTILE WAY  UNIT  707,91407643,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
5 LULLABY CIR    ,87030774,LH-TRACT-16355;LH-TRACT-16271,LH-TRACT-16355,exact_directory_match,Mosaic 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,LULLABY CIR,Wycliffe
8 BEECHTREE ST    ,52065221,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEECHTREE ST,Avendale
10 QUARTZ LN    ,87086499,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Sutters Mill,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,QUARTZ LN,Terramor
33 TARLETON LN    ,87085186,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Tarleton 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TARLETON LN,Terramor
19 CERNER CT    ,52065477,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
2 MAIN ST    ,52063839,LH-TRACT-15904;LH-TRACT-15813,LH-TRACT-15904,exact_directory_match,Belmont Hill 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAIN ST,Flintridge
