county,ranch_or_vat_name,year_listed
Hardee,"Roberts, Steve",1934
Hardee,Scarborough,1934
Hardee,Skipper,1934
Hardee,"Smith, George",1934
Hardee,"Smith, Henry",1934
Hardee,Strickland,1934
Hardee,Tom Ridge,1934
Hardee,Wadsworth,1934
Hardee,"Williams, Finis",1934
Hardee,Zolfo,1934
Hendry,Clay Place,1933
Hendry,Clewiston,1933
Hendry,Crews,1933
Hendry,Devils Garden,1933
Hendry,Dinner Island,1933
Hendry,Doctors Hammock,1933
Hendry,Felda,1932
Hendry,Fort Denaud,1933
Hendry,Fort Simmons,1932
Hendry,Hendry Ranch,1933
Hendry,Hilliard,1933
Hendry,Hog Slough,1933
Hendry,Hooker Point,1933
Hendry,Indian Reservation,1933
Hendry,Labelle,1932
Hendry,Lower Dyke,1933
Hendry,Lower House,1933
Hendry,Negro Jim Hammock,1933
Hendry,Sapsucker,1933
Hendry,Sears,1933
Hernando,Arick,1932
Hernando,Ayers,1932
Hernando,Bay Port,1932
Hernando,Big Pasture,1932
Hernando,Buck Pond,1932
Hernando,Butcher Pen,1932
Hernando,Camp,1932
Hernando,Croom,1932
Hernando,Dry Prairie,1932
Hernando,Emerson,1932
Hernando,Graham Pond,1932
Hernando,Hataway,1932
Hernando,Istachatta,1932
Hernando,Jack Pond,1932
Hernando,Johnson,1932
Hernando,Jones,1932
Hernando,Mack,1932
Hernando,Mills,1932
Hernando,Mundon Hill,1932
Hernando,Natal Farm,1932
Hernando,Richloam,1932
Hernando,Riverland,1932
Hernando,Robins,1932
Hernando,Robinson Lake,1932
Hernando,"Rooks, Jim",1932
Hernando,Sloan's Ford,1932
Hernando,Smith,1932
Hernando,Spring Hill Guest,1932
Hernando,Springstead,1932
Hernando,Stafford Lake,1932
Hernando,Thompson,1932
Hernando,Tucker,1932
Hernando,Tucker Sink,1932
Hernando,Warnacker,1932
Hernando,Wickiwatchee,1932
Highlands,Arbor,1933
Highlands,Arbuckle Ferry,1946
Highlands,Ashton,1946
Highlands,Bass,1946
Highlands,Bluff Hammock,1932
Highlands,Boney Pens,1932
Highlands,Bonner's Beach,1932
Highlands,Bonnett Creek,1932
Highlands,Boot Heel,1933
Highlands,Boyd,1946
Highlands,Buck Island,1932
Highlands,Clark,1946
Highlands,Clark's Pen,1932
Highlands,Clay Pit,1933
Highlands,Clemons,1946
Highlands,Cornwell,1932
Highlands,Dark Cow Pen,1933
Highlands,Desoto City,1933
Highlands,Dopler,1946
Highlands,"Durrance, T.J.",1946
Highlands,Fish Branch,1932
Highlands,Four Mile Island,1932
Highlands,Freeze Out,1932
Highlands,Godwin,1946
Highlands,Grassy Lake,1933
Highlands,Gum Pond,1932
Highlands,Hen Scratch,1933
Highlands,Hickory Hamm,1932
Highlands,Hicoria,1933
Highlands,Indian Island,1932
Highlands,Istokpoga,1932
Highlands,Joe's,1933
Highlands,Josephine,1933
Highlands,Lake Placid,1933
Highlands,Lorida,1946
Highlands,Lucas Lake,1933
Highlands,Mound Hammo,1946
Highlands,Murphy,1946
Highlands,O'Berry,1933
Highlands,Old Venus,1933
Highlands,Parker Island,1932
Highlands,Pearce,1932
Highlands,Pine Island,1932
Highlands,Power House,1933
Highlands,Ramers Dairy,1932
Highlands,Red Hills,1933
Highlands,Sand Gully,1933
Highlands,Scarborough,1946
Highlands,Scrub Pen,1932
Highlands,Sebring,1933
Highlands,Tucker,1946
Highlands,Venus,1932
Highlands,Waldon,1932
Highlands,Westervelt,1946
Highlands,Wild Cat,1932
Hillsborough,Abbattoir,1934
Hillsborough,"Albritton, J.W.",1934
Hillsborough,"Alderman, J.S.",1934
Hillsborough,Anderson's Dairy,1934
Hillsborough,"Archer, O.O.",1934
Hillsborough,Archie Hammock,1934
Hillsborough,Ballast Point,1934
Hillsborough,"Barber, M.L.",1934
Hillsborough,"Bartoletti, Joe",1934
Hillsborough,"Black, T.B.",1934
Hillsborough,Blount's Dairy,1934
Hillsborough,Brachton,1934
Hillsborough,"Bryan, G.W.",1934
Hillsborough,"Bryan, M.W.",1934
Hillsborough,"Bryan, Willie",1934
Hillsborough,Bull Frog,1934
Hillsborough,Cat Pond,1934
Hillsborough,Chastine,1934
Hillsborough,Citrus Park Dairy,1934
Hillsborough,"Colding, John",1934
Hillsborough,"Cone, J.L.",1934
Hillsborough,"Cone, W.M.",1934
Hillsborough,Convict Camp,1934
Hillsborough,Cowhouse,1934
Hillsborough,Crum Butcher Pens,1934
Hillsborough,"Crunn, D. L.",1916
Hillsborough,"Dennison, A.S.",1934
Hillsborough,"Doerman, H.G.",1934
Hillsborough,Dormany Dairy,1934
Hillsborough,Douglas,1934
Hillsborough,Dover,1934
Hillsborough,Dupree,1934
Hillsborough,"Fletcher, W.T.",1934
Hillsborough,Florida Dairy,1934
Hillsborough,Galfieri,1934
Hillsborough,Gardenville,1934
Hillsborough,"Harris, Claud",1934
Hillsborough,"Hawkins,S.M.",1934
Hillsborough,Heirs,1934
Hillsborough,"Hendry, Earl",1934
Hillsborough,Holstein Dairy,1934
Hillsborough,"Houston, J.J.",1934
Hillsborough,Hutto's Dairy,1934
Hillsborough,"Jackson, B.P.",1934
Hillsborough,"Jackson, Bernie",1934
Hillsborough,"Jackson, E.W. Dairy",1934
Hillsborough,"Jackson, J.B.",1934
Hillsborough,Joyner Dairy,1934
Hillsborough,Keystone Lake,1934
Hillsborough,Keysville,1934
Hillsborough,Kinard,1934
Hillsborough,"Lambert, Martin",1934
Hillsborough,Lightsey,1934
Hillsborough,Lincoln,1934
Hillsborough,Mango,1934
Hillsborough,"Massaro, V.G.",1934
Hillsborough,"Miley, Will",1934
Hillsborough,Mobley,1934
Hillsborough,Moorefield Dairy,1934
Hillsborough,Mora Dairy,1934
Hillsborough,Nick's Dairy,1934
Hillsborough,O K Dairy,1934
Hillsborough,Old Willow Pond,1934
Hillsborough,Palmetto Beach,1934
Hillsborough,Picnic,1934
Hillsborough,Pierce,1934
Hillsborough,Plant City,1934
Hillsborough,Port Tampa,1934
Hillsborough,Race Track Dairy,1934
Hillsborough,Ray's Dairy,1934
Hillsborough,"Redbrook, John I.",1934
Hillsborough,Rhodin Bros. Dairy,1934
Hillsborough,Robles S.L.,1934
Hillsborough,Ruskin,1934
Hillsborough,"Ryals, Jeff",1934
Hillsborough,"Saffold, Sam",1934
Hillsborough,Second Avenue,1934
Hillsborough,Skipper,1934
Hillsborough,Sosa,1934
Hillsborough,South Florida Stock Farm,1934
Hillsborough,Speilman Dairy,1934
Hillsborough,Springhead,1934
Hillsborough,"Stanlin, J.F.",1934
Hillsborough,Star Dairy,1934
Hillsborough,"Stolvey, F.W.",1934
Hillsborough,Stricker Dairy,1934
Hillsborough,"Strickland, Alice",1934
Hillsborough,"Sumner, J.F.",1934
Hillsborough,Sun City,1934
Hillsborough,"Sweat, Dock",1934
Hillsborough,Sweet Water Stock Farm,1934
Hillsborough,Tampa Dairy,1934
Hillsborough,Tatum,1934
Hillsborough,"Taylor, P.J.",1934
Hillsborough,Two Brothers,1934
Hillsborough,Uceta,1934
Hillsborough,Valrico Dairy,1934
Hillsborough,Vat No. 34,1934
Hillsborough,Watkins,1934
Hillsborough,"Weeks, Frank",1934
Hillsborough,West Side Dairy,1934
Hillsborough,White Dairy,1934
Hillsborough,White Rose Dairy,1934
Hillsborough,Whitehurst Dairy,1934
Hillsborough,"Wilbanks, J.D.",1934
Hillsborough,"Wilder, I. Hop",1916
Hillsborough,Willow,1934
Hillsborough,"Wilson, Joe",1934
Hillsborough,Wimauma,1934
Hillsborough,Youmans,1934
Hillsborough,Zambito Bros.,1934
Hillsborough,"Zambito, I.",1934
Holmes,Ammons,1926
Holmes,"Anderson, Ben",1924
Holmes,"Anderson, Lee",1924
Holmes,Bishop,1926
Holmes,Broadaker,1924
Holmes,"Brock, Jim",1924
Holmes,Butram,1924
Holmes,Cerro Gordo,1926
Holmes,Collins,1924
Holmes,Community,1916
Holmes,Davis Still,1924
Holmes,Drake,1926
Holmes,Esto,1924
Holmes,Faircloth Springs,1924
Holmes,Fowler,1926
Holmes,Fulford,1924
Holmes,Gillis,1926
Holmes,Green,1926
Holmes,Hall,1926
Holmes,Hewett,1926
Holmes,Howell,1926
Holmes,Huggins,1926
Holmes,Jackson,1924
Holmes,Jones,1924
Holmes,Kelley,1924
Holmes,Laird,1926
Holmes,Lindsay Still,1924
Holmes,Live Oak,1924
Holmes,Martin,1924
Holmes,Mathis Still,1924
Holmes,Mavie,1924
Holmes,McKinnon,1926
Holmes,McLaughlin,1924
Holmes,Moody,1924
Holmes,Noma,1924
Holmes,Paine,1924
Holmes,Pate,1924
Holmes,Paul Jim,1924
Holmes,Paul Still,1926
Holmes,"Paul, Monroe",1924
Holmes,Register,1924
Holmes,Rogers Still,1924
Holmes,"Sessoms, W. A.",1916
Holmes,Stafford,1924
Holmes,Stanley,1926
Holmes,Stevenson,1924
Holmes,Trant,1926
Holmes,Tucker Pond,1926
Holmes,Wells,1924
Holmes,Westville,1926
Holmes,White Water,1924
Holmes,Williams,1924
Holmes,Yarbrough,1926
Indian River,Carter,1931
Indian River,Cobb,1931
Indian River,Fellsmere,1931
Indian River,Gallnick,1931
Indian River,Gifford,1931
Indian River,Graves-New,1931
Indian River,Graves-Old,1931
Indian River,Little Pasture,1931
Indian River,Padget Island,1931
Indian River,Platt,1931
Indian River,Sebastian,1931
Indian River,Sexton,1931
Indian River,Sueverkaubbe,1931
Indian River,Wabasso Beach,1931
Indian River,Williams,1931
Indian River,Winter Beach,1931
Indian River,Young,1931
Jackson,Alford,1924
Jackson,Anderson,1924
Jackson,Aycock,1924
Jackson,"Ball, West",1924
Jackson,Barkley,1924
Jackson,Bascom,1924
Jackson,Beulah Church,1924
Jackson,Blue Spring,1924
Jackson,Bradley,1924
Jackson,"Bruner, Frank",1924
Jackson,"Bryan, W. G.",1916
Jackson,Butler,1924
Jackson,"Byrd, Alfred",1924
Jackson,Campbellton,1924
Jackson,Christmas,1924
Jackson,Chuck Morgan's Ranch,unknown date
Jackson,Coker Place,1924
Jackson,Compass Lake,1924
Jackson,Cottondale,1924
Jackson,Cow Head,1924
Jackson,"Crutchfield, Andy",1924
Jackson,Daniels,1924
Jackson,Deekel,1916
Jackson,Dellwood,1924
Jackson,"Dixon, M.M.",1924
Jackson,"Dixon, Widow",1924
Jackson,Dudley,1924
Jackson,"Ford, West",1924
Jackson,Friendship,1924
Jackson,Gainer Still,1924
Jackson,"Gause, Lee",1924
Jackson,"Gibson, J. W.",1916
Jackson,Gid,1924
Jackson,Goodwin Place,1924
Jackson,Granberry,1924
Jackson,Grant,1924
Jackson,Greenwood,1924
Jackson,Harris Still,1924
Jackson,Hasty Pond,1924
Jackson,"Hinson, J. W.",1916
Jackson,Holden Place,1924
Jackson,Howard Place,1924
Jackson,Hutchinson,1924
Jackson,Industry School,1924
Jackson,Jacobs,1924
Jackson,Johnson,1924
Jackson,Kynesville,1924
Jackson,"Lambe, Albert",1924
Jackson,"Lambe, Thos.",1916
Jackson,"Land, Alber",1924
Jackson,Landing,1924
Jackson,Liddon,1924
Jackson,Lime Sink,1924
Jackson,"Logan, George",1924
Jackson,Lovewood,1924
Jackson,Malone,1924
Jackson,Marianna,1924
Jackson,"McKinley, W. L.",1916
Jackson,McLellan,1924
Jackson,Merritt's Mill,1924
Jackson,"Miller, S. I.",1916
Jackson,"Milton, W.H.",1924
Jackson,Mobley Still,1924
Jackson,"Morgan, Jack",1924
Jackson,"Mosely, Edd",1924
Jackson,Mt. Olive,1924
Jackson,Nealy,1924
Jackson,Neel,1924
Jackson,Norton Still,1924
Jackson,Parker,1916
Jackson,Patrick,1924
Jackson,Piney Pond,1924
Jackson,Poplrs Farm,1924
Jackson,"Porter, Walter",1924
Jackson,Postom,1924
Jackson,Qwens,1924
Jackson,Rhodes,1924
Jackson,Rock Creek,1924
Jackson,Round Lake,1924
Jackson,Rowan,1924
Jackson,Sandridge,1924
Jackson,"Scott, Green",1924
Jackson,Seventeen Mile Pond,1924
Jackson,Sills,1924
Jackson,Silver Dream,1924
Jackson,Sink Creek,1924
Jackson,"Smith, Jiom",1924
Jackson,Spence,1924
Jackson,Star,1924
Jackson,State Line,1924
Jackson,Stone Still,1924
Jackson,Sweat,1924
Jackson,"Taylor, H.H.",1924
Jackson,Thomas Mill,1924
Jackson,"Thorpe, Jeff",1924
Jackson,Tipton,1924
Jackson,Tyers,1924
Jackson,U.S. Road,1924
Jackson,"Wadford, Jno.",1924
Jackson,"Wadford, Sim",1924
Jackson,Ward,1924
Jackson,Watts,1924
Jackson,Williams,1924
Jackson,Williams Pond,1924
Jackson,"Wit, Chas.",1924
Jackson,Wynn Place,1924
Jackson,Yarbrough School,1924
Jackson,Yates,1924
Jefferson,Anderson,1927
Jefferson,Aucilla Sink,1927
Jefferson,Bassett,1927
Jefferson,Bishop,1927
Jefferson,Bond,1927
Jefferson,Bowman,1927
Jefferson,Braswell,1927
Jefferson,"Bryan, N.C.",1927
Jefferson,Byrd,1927
Jefferson,Carroll,1927
Jefferson,Chapman,1927
Jefferson,Clark,1927
Jefferson,Cody,1927
Jefferson,Cook,1927
Jefferson,Cooksey,1927
Jefferson,Drifton,1927
Jefferson,Dutton,1927
Jefferson,Elzie,1927
Jefferson,Fanlew,1927
Jefferson,Farley,1927
Jefferson,Finlayson,1927
Jefferson,Flint Rock,1927
Jefferson,Floyd,1927
Jefferson,Ga.-Fla.,1927
Jefferson,Goldberg,1927
Jefferson,Granger,1927
Jefferson,Gum Creek,1927
Jefferson,Hackett,1927
Jefferson,Hamilton,1927
Jefferson,Harris,1927
Jefferson,Hoover,1927
Jefferson,Hopkins,1927
Jefferson,Lacey,1927
Jefferson,Linton,1927
Jefferson,McClellan,1927
Jefferson,Mills,1927
Jefferson,Monroe,1927
Jefferson,Popplefield,1927
Jefferson,Sasser,1927
Jefferson,Scruggs,1927
Jefferson,Sheffield,1927
Jefferson,Sherman,1927
Jefferson,Sledge,1927
Jefferson,Sparks,1927
Jefferson,Stringer,1927
Jefferson,Tram Log,1927
Jefferson,Wacissa,1927
Jefferson,Walker,1927
Jefferson,Walker Springs,1927
Jefferson,"Walker, J.I.",1927
Jefferson,"Walker, T.H.",1927
Jefferson,Ward,1927
Jefferson,Wheeler,1927
Jefferson,Willie,1927
Lafayette,Adamson,1927
Lafayette,Air Line,1927
Lafayette,Brack No.1,1927
Lafayette,Brack No.2,1927
Lafayette,Buchanan,1927
Lafayette,Chauncey,1927
Lafayette,Clark,1927
Lafayette,Clemons,1927
Lafayette,Driggers,1927
Lafayette,Elison,1927
Lafayette,Folsom,1927
Lafayette,Geiger,1927
Lafayette,Goodie,1927
Lafayette,HartHart,1927
Lafayette,Henson,1927
Lafayette,Hill,1927
Lafayette,Howell,1927
Lafayette,Hutchinson,1927
Lafayette,Lake Gardner,1927
Lafayette,Mayo Junction,1927
Lafayette,McElwain,1927
Lafayette,Murray,1927
Lafayette,Newburn,1927
Lafayette,Parker,1927
Lafayette,Paxton,1927
Lafayette,Perry,1927
Lafayette,Pickett Lake,1927
Lafayette,Pridgeon,1927
Lafayette,Putnall,1927
Lafayette,Roberts,1927
Lafayette,Slaton,1927
Lafayette,Standard,1927
Lafayette,Suggs,1927
Lafayette,Thunderburk,1927
Lafayette,Walker,1927
Lafayette,Water Tank,1927
Lafayette,Whitfield,1927
Lafayette,Williams,1927
Lafayette,Wimberly,1927
Lafayette,Winburn,1927
Lafayette,Winkepen,1927
Lafayette,Wood,1927
Lake,Adams,1931
Lake,Altoona,1931
Lake,Astatula,1931
Lake,Astor,1931
Lake,Bay Lake School,1931
Lake,Black,1931
Lake,Bloomfield,1931
Lake,Bosanquet,1931
Lake,Boyd,1931
Lake,Brantley Branch,1931
Lake,Bronson Homestead,1931
Lake,Brown,1931
Lake,Clay Pit,1931
Lake,Clermont,1931
Lake,Crow's Bluff,1949
Lake,Davis,1949
Lake,Devault,1931
Lake,Dykes,1931
Lake,Elmorado,1931
Lake,Elmore,1931
Lake,Ervin,1931
Lake,Ethyl,1931
Lake,Eureka,1931
Lake,Eustis,1931
Lake,Ft. Mason,1931
Lake,Gaddy,1931
Lake,Glensdale,1931
Lake,Grand Island,1931
Lake,Hart,1931
Lake,Haselton,1931
Lake,Hawkins,1931
Lake,Hawkinsville,1931
Lake,Higley,1931
Lake,Hooks,1931
Lake,Horseshoe,1931
Lake,Howey,1931
Lake,Jeffcoat,1931
Lake,Johnson,1931
Lake,Jones,1931
Lake,Kittrell,1931
Lake,Knight,1931
Lake,Lady Lake,1931
Lake,Lee,1931
Lake,Lisbon,1931
Lake,"Lloyd, J. I.",1916
Lake,Lynch,1931
Lake,Mahony,1931
Lake,"McCullum, J. P.",1916
Lake,Merritt,1931
Lake,Michaels,1931
Lake,Miller,1931
Lake,Mine,1930
Lake,Montclair,1931
Lake,Moore,1931
Lake,Orange Blossom,1931
Lake,Paisely,1931
Lake,Pepper,1931
Lake,Pike,1931
Lake,Postal,1931
Lake,vRoyal,1931
Lake,Seneca,1931
Lake,Shockley,1931
Lake,Silver Lake,1931
Lake,Sloan,1931
Lake,Small,1949
Lake,Sorrento,1931
Lake,"Story, Alfred",1931
Lake,"Story, J.L.",1930
Lake,Sulpher City,1930
Lake,Tanner,1949
Lake,Tuscanooga,1932
Lake,Victoria,1916
Lake,Villa City,1932
Lake,Wayland,1932
Lake,Wekiva,1932
Lake,Whitney,1932
Lee,Alva,1932
Lee,Barley,1932
Lee,Bay Shore,1933
Lee,Bonita Springs,1932
Lee,Buckingham,1932
Lee,Dairy,1932
Lee,Davis,1933
Lee,Estero,1932
Lee,Evans,1932
Lee,Flint,1932
Lee,Garner,1932
Lee,Halgrim,1933
Lee,Hart Dairy,1933
Lee,Heitman,1933
Lee,Hobby,1932
Lee,Homestead,1932
Lee,Iona,1932
Lee,Lykes,1932
Lee,Marlowe,1933
Lee,McLaughlin,1932
Lee,Molter,1933
Lee,North Alva,1933
Lee,Number Four,1932
Lee,Pine island,1933
Lee,Tice,1932
Lee,Tookes,1933
Lee,Watkins,1933
Leon,A & M College,1927
Leon,Adams,1927
Leon,"Aldrich, John",1916
Leon,Alford,1924
Leon,Barrineau,1927
Leon,Beadle,1927
Leon,Beetle,1925
Leon,Bell,1924
Leon,"Bradford, Bob",1924
Leon,Bradfordville,1924
Leon,Bradley No. 1,1927
Leon,Bradley No. 2,1927
Leon,"Bradley, John",1924
Leon,"Bradley, Lyman",1924
Leon,Bradshaw,1924
Leon,Brandon,1924
Leon,Bryant,1927
Leon,Burns,1924
Leon,"Call Street, East",1927
Leon,"Camp, R.P.",1927
Leon,Capitola,1927
Leon,"Carr, Tom",1927
Leon,Cattle Club,1916
Leon,Cavanaugh,1924
Leon,Chaires,1927
Leon,"Chaires, David",1924
Leon,Charleton,1924
Leon,Combs,1924
Leon,Cone,1927
Leon,Coxsetter,1924
Leon,Crowder No. 1,1925
Leon,Crowder No. 2,1927
Leon,Crowder No. 2 (A),1925
Leon,Crowder No. 3,1927
Leon,"Crowder, Wescott",1924
Leon,"Crowder, Will",1924
Leon,Enon,1927
Leon,Godwin,1927
Leon,Gray,1927
Leon,vGreene,1924
Leon,Griscom,1924
Leon,"Hamilton, Henry",1924
Leon,Hamlin,1927
Leon,Harvey,1927
Leon,Herold,1924
Leon,Hopkins,1927
Leon,Hudson,1924
Leon,Hunter,1924
Leon,Hurst,1927
Leon,Hyatt No. 1,1924
Leon,Hyatt No. 2,1925
Leon,"Johnson, M.H. jr.",1924
Leon,"Johnson, Mrs. M.H.",1924
Leon,Jones,1927
Leon,Kimberg,1924
Leon,Kirksey,1924
Leon,Lapsey,1925
Leon,Long Bay,1927
Leon,Messer,1924
Leon,"Mickler, Bob",1924
Leon,Miller,1927
Leon,Moody,1927
Leon,"Moore, J.C.",1924
Leon,"Moore, John",1927
Leon,"Moore, M.E.",1924
Leon,"Moore, T.C.",1927
Leon,"Moore, W.B.",1927
Leon,"Moore, Walter",1924
Leon,"Moore, Will",1924
Leon,Norris Club,1925
Leon,Ochlockonee,1927
Leon,Paterson,1927
Leon,Perkins,1927
Leon,Phillips,1927
Leon,"Radford, Dr.",1924
Leon,Ramsey,1927
Leon,Reeves,1924
Leon,Reynolds,1927
Leon,Roberts,1927
Leon,Robinson,1927
Leon,"Ronald, Dr.",1924
Leon,Saxon,1924
Leon,"Scott, Ralph",1924
Leon,Scruggs,1924
Leon,"Smith, B.F.",1927
Leon,"Smith, Bryan",1924
Leon,"Smith, Will",1924
Leon,Spring Hill,1927
Leon,Stoutamire J.P.,1927
Leon,"Stoutamire, W.D.",1927
Leon,Strickland,1924
Leon,"Stringer, B.M.",1927
Leon,"Stucky, O. C.",1916
Leon,Sunny Hill,1927
Leon,Tallahassee Lumber Co.,1927
Leon,Wadesboro,1924
Leon,Wallace,1927
Leon,Whitfield,1924
Leon,"Williams, W.W.",1927
Leon,Woodville,1927
Leon,Yaeger,1924
Leon,Yarbrough,1924
Leon,Yon,1925
Levy,Boyd,1929
Levy,Bronson,1929
Levy,Brooks,1929
Levy,Buck Island,1929
Levy,Calf Pond,1929
Levy,Cannon,1929
Levy,Cason School,1929
Levy,Cedar Key,1929
Levy,Chiefland,1929
Levy,Clyatt,1929
Levy,Cobb,1929
Levy,Cone,1929
Levy,Crackertown,1929
Levy,Curry,1929
Levy,Dixon,1929
Levy,Drumns,1929
Levy,Duck Pond,1929
Levy,Durrance,1929
Levy,Fuget,1929
Levy,Hall,1929
Levy,Harvey,1929
Levy,Highsmith,1929
Levy,"Hires, Hampton",1929
Levy,Jerry Pond,1929
Levy,"Lamon, Jack",1929
Levy,Lebanon Station,1929
Levy,Levyville,1929
Levy,Longarm,1929
Levy,"Markham, John",1929
Levy,"Miller, R.T.",1929
Levy,Montbrook,1929
Levy,Morriston,1929
Levy,Mud Pond,1929
Levy,Neal,1929
Levy,Otter Creek,1929
Levy,Peterson,1929
Levy,"Priest, E.",1929
Levy,Randall,1929
Levy,Sand Pond,1929
Levy,Shell Pond,1929
Levy,Sims,1929
Levy,Six Mile Still,1929
Levy,Smith Prairie,1929
Levy,Stafford Pond,1929
Levy,Stephans,1929
Levy,Toney Walker F,1929
Levy,"Walker, Fannie",1929
Levy,"Walker, Joe",1929
Levy,"Wannomaker, Si",1929
Levy,Webster,1929
Levy,Wekiva,1929
Levy,West Tie Camp,1929
Levy,Williston,1929
Levy,Wolf School,1929
Liberty,Acklawaha,1925
Liberty,Armstrong,1925
Liberty,Bradwell,1925
Liberty,Bristol,1925
Liberty,Broadway,1925
Liberty,Bumpy,1925
Liberty,Carr,1925
Liberty,Cat Branch,1925
Liberty,"Chassen, J.C.",1925
Liberty,"Chassen, Steve",1925
Liberty,Colvin,1925
Liberty,Devil Branch,1925
Liberty,Estiffanulga,1925
Liberty,Fenn,1925
Liberty,Gunn,1925
Liberty,Hosford,1925
Liberty,Lake Mystic,1925
Liberty,Larkins,1925
Liberty,Lewis,1925
Liberty,Liberty,1925
Liberty,Memory,1925
Liberty,Mule Creek,1925
Liberty,Page Mill,1925
Liberty,Rock Bluff,1925
Liberty,Roy,1925
Liberty,Sand Slew,1925
Liberty,"Schuler, J.A.",1925
Liberty,"Schuler, J.R.",1925
Liberty,"Schuler, O.B.",1925
Liberty,Side Camp,1925
Liberty,Soldier Pond,1925
Liberty,Still No. 2,1925
Liberty,"Stokes, John",1925
Liberty,Sumatra,1925
Liberty,Sumner,1925
Liberty,Sweetwater,1925
Liberty,Telogia,1925
Liberty,Trump,1925
Liberty,Vilas,1925
Liberty,Ward,1925
Liberty,Whitehead,1925
Liberty,Wilma,1925
Madison,"Andrews, S",1927
Madison,Baggs,1927
Madison,Bailey,1927
Madison,Baker,1927
Madison,Baty,1927
Madison,Block,1927
Madison,Board Pile,1927
Madison,Burnett,1927
Madison,Calhoun,1927
Madison,Canty,1927
Madison,Cherry Lake,1927
Madison,Clemons,1927
Madison,"Coffee, W.S.",1927
Madison,Connine,1927
Madison,Coody,1927
Madison,Cowart,1927
Madison,Davis,1927
Madison,Davis Dairy,1927
Madison,Dewy School,1927
Madison,Gibson,1927
Madison,Glass,1927
Madison,Glendale,1927
Madison,"Hadden, R.H.",1927
Madison,"Hall, Mosely Bailey",1927
Madison,Harmony,1927
Madison,"Harrell, Dr.",1927
Madison,Hendry,1927
Madison,Hopewell,1927
Madison,Hughy,1927
Madison,Jackson,1927
Madison,Johnson,1927
Madison,Lake Logan,1927
Madison,Laney,1927
Madison,Lee,1927
Madison,Leslie,1927
Madison,Little Cat,1927
Madison,Livingston,1927
Madison,Lovett,1927
Madison,Madison,1927
Madison,Marshall,1927
Madison,"Mathews, W.D.",1927
Madison,May's Island,1927
Madison,McCullough,1927
Madison,McMullen,1927
Madison,Mount Olive,1927
Madison,Pine Island (2),1927
Madison,Pine island,1927
Madison,Pinetta,1927
Madison,Porter,1927
Madison,Rains,1927
Madison,Redding,1927
Madison,Robinson,1927
Madison,"Shackelford, F.R.",1927
Madison,"Sircy, J.L.",1927
Madison,Sirman,1927
Madison,"Smith, Alex",1927
Madison,"Smith, Will",1927
Madison,Southall,1927
Madison,Sullivan,1927
Madison,"Sweat, Stone",1927
Madison,"Terry, W.M.",1927
Madison,Vann,1927
Madison,Walker,1927
Madison,Washington,1927
Madison,Webb,1927
Madison,Williams,1927
Madison,Wimberley,1927
Madison,"Woods, D.M.",1927
Madison,Young,1927
Madison,Ziegler,1927
Manatee,"Blackburn, A. E.",1916
Manatee,Boggy Branch,1934
Manatee,Bowlegs,1934
Manatee,Bradley,1934
Manatee,Burnett,1934
Manatee,Cameron,1934
Manatee,Carlton,1934
Manatee,Clark & Griffin,1934
Manatee,Daughtry,1934
Manatee,Dinner Head,1934
Manatee,Ditmas,1934
Manatee,Downing,1934
Manatee,Erie,1934
Manatee,Flat Ford,1934
Manatee,Gill,1934
Manatee,Gillet,1934
Manatee,Graham,1934
Manatee,Hampton,1934
Manatee,Hancock,1934
Manatee,Inspiration,1934
Manatee,Johnson,1934
Manatee,Jordan,1934
Manatee,Keen,1934
Manatee,Kennedy,1934
Manatee,Kopman,1934
Manatee,Lingo,1934
Manatee,Lorraine,1934
Manatee,Murphy,1934
Manatee,Omeco,1934
Manatee,Parrish,1934
Manatee,Payne,1934
Manatee,Peacock,1934
Manatee,Posey,1934
Manatee,Potato Creek,1934
Manatee,Railroad,1934
Manatee,Ranch,1934
Manatee,Rye,1934
Manatee,Saw Grass,1934
Manatee,Schmid,1934
Manatee,Schuman,1934
Manatee,Slaughter,1934
Manatee,Tamiami,1934
Manatee,Tatum,1934
Manatee,Taylor,1934
Manatee,Terra Ceia,1934
Manatee,Walker,1934
Manatee,Warner,1934
Manatee,Waterbury,1934
Manatee,Watson,1934
Manatee,Wilkins,1934
Manatee,Williams,1934
Manatee,Wingate,1934
Marion,Anthony Farm,1930
Marion,Anthony Station,1930
Marion,Barker,1930
Marion,Bay Lake,1930
Marion,Belleview,1930
Marion,Bishop,1930
Marion,Blitchton,1930
Marion,Boardman,1930
Marion,Bridges,1930
Marion,Brooks,1930
Marion,Buhl,1930
Marion,Burbank,1930
Marion,Camps,1930
Marion,Chambliss,1930
Marion,Citra,1930
Marion,"Clary, Jim",1929
Marion,Colby,1930
Marion,Cottage hill,1930
Marion,Dallas,1930
Marion,Dexter Creek,1930
Marion,Dobbs,1930
Marion,Dunellon,1929
Marion,Ebenezer,1930
Marion,Edwards Farm,1930
Marion,Edwards Pasture,1930
Marion,"Edwards, J.L.",1930
Marion,Fair Grounds,1930
Marion,Faussett,1930
Marion,Fig Lake,1930
Marion,Folks,1930
Marion,Ft. King,1930
Marion,Gator Pond,1930
Marion,"Goin, J.M.",1930
Marion,Griggs,1930
Marion,Gum Pond,1930
Marion,Habkirk,1930
Marion,Hall,1930
Marion,Henderson,1930
